,age,location,family_size,studytime,attendance,english,math,science,social_science,art_culture,total_score,average_score,stu_group
7485,16,0,4,6,77,75,74,72,72,80,373,74.6,2
7486,15,0,5,4,64,80,82,89,75,54,380,76.0,1
7487,18,2,4,1,64,85,82,78,71,55,371,74.2,1
7488,18,1,3,6,72,88,95,93,75,58,409,81.8,1
7489,18,0,3,6,67,55,62,65,76,54,312,62.4,0
7490,19,2,3,2,67,60,60,70,80,66,336,67.2,1
7491,19,1,5,3,62,65,70,65,77,87,364,72.8,1
7492,15,0,3,5,45,62,52,62,79,80,335,67.0,1
7493,17,2,5,8,67,58,48,87,82,75,350,70.0,2
7494,15,1,4,7,53,75,74,54,81,74,358,71.6,1
7495,16,0,3,8,47,74,80,55,65,76,350,70.0,0
7496,16,2,4,4,59,71,56,58,68,72,325,65.0,0
7497,17,0,5,4,71,76,69,78,71,81,375,75.0,2
7498,18,2,3,6,67,73,70,87,65,54,349,69.8,1
7499,19,1,3,6,65,69,70,81,68,66,354,70.8,1
7500,17,0,5,2,72,64,45,71,63,71,314,62.8,1
7501,18,1,3,3,74,78,80,72,62,62,354,70.8,1
7502,19,0,4,5,71,80,82,45,75,65,347,69.4,0
7503,15,1,4,8,64,82,71,76,76,72,377,75.4,1
7504,18,2,3,7,68,48,68,52,42,74,284,56.8,0
7505,15,0,3,8,72,50,50,64,65,75,304,60.8,1
7506,15,1,4,2,67,52,67,68,45,72,304,60.8,0
7507,18,2,5,3,81,53,52,60,58,71,294,58.8,1
7508,19,0,6,2,85,80,78,76,85,65,384,76.8,2
7509,16,1,3,4,62,85,84,74,75,72,390,78.0,1
7510,16,2,4,5,64,84,73,67,47,69,340,68.0,1
7511,19,0,5,6,76,71,78,75,78,84,386,77.2,2
7512,16,1,6,5,88,78,80,65,90,92,405,81.0,2
7513,18,2,4,4,85,90,92,80,65,75,402,80.4,2
7514,18,0,5,8,67,65,70,50,66,86,337,67.4,1
7515,19,2,3,6,60,65,65,52,63,71,316,63.2,0
7516,18,0,3,5,55,92,82,82,77,71,404,80.8,2
7517,19,2,3,2,52,88,70,69,76,62,365,73.0,1
7518,16,0,5,2,53,56,65,65,74,72,332,66.4,1
7519,18,2,3,1,86,64,82,66,71,65,348,69.6,1
7520,15,1,5,5,87,77,90,52,72,76,367,73.4,1
7521,18,0,3,5,60,82,77,84,65,72,380,76.0,2
7522,19,2,4,4,70,78,64,74,56,45,317,63.4,0
7523,16,1,4,4,69,45,48,60,69,52,274,54.8,0
7524,18,0,4,6,52,56,48,42,80,84,310,62.0,1
7525,19,2,3,6,56,65,50,58,54,78,305,61.0,0
7526,16,1,3,3,50,52,48,48,56,76,280,56.0,0
7527,16,0,5,6,60,40,65,66,86,73,330,66.0,1
7528,18,2,6,7,90,42,62,51,75,72,302,60.4,1
7529,16,1,3,2,84,54,65,52,65,92,328,65.6,1
7530,18,0,4,3,75,85,82,58,62,49,336,67.2,0
7531,19,2,8,2,87,45,74,62,63,50,294,58.8,1
7532,17,1,9,4,83,65,72,70,74,52,333,66.6,1
7533,18,0,3,5,89,54,48,72,78,64,316,63.2,1
7534,19,2,4,6,91,88,92,85,78,80,423,84.6,2
7535,17,1,3,5,84,72,65,70,71,55,333,66.6,1
7536,18,0,4,4,92,75,78,80,82,72,387,77.4,2
7537,18,2,4,4,90,82,85,87,80,83,417,83.4,2
7538,18,1,3,4,83,70,71,72,86,72,371,74.2,1
7539,18,0,5,6,91,88,84,86,83,85,426,85.2,2
7540,16,2,6,6,90,78,71,80,77,79,385,77.0,2
7541,19,1,3,2,84,71,70,73,69,72,355,71.0,1
7542,18,0,5,3,92,83,86,84,85,92,430,86.0,2
7543,18,2,4,5,84,65,70,68,66,86,355,71.0,0
7544,16,1,8,6,86,75,70,71,73,86,375,75.0,1
7545,19,0,4,6,90,87,89,86,88,84,434,86.8,2
7546,19,2,5,5,50,73,70,75,72,86,376,75.2,1
7547,19,1,6,6,72,78,71,73,86,71,379,75.8,1
7548,18,0,5,7,74,65,68,66,86,69,354,70.8,0
7549,18,1,6,4,67,85,84,87,82,80,418,83.6,2
7550,17,0,4,5,56,69,70,68,66,86,359,71.8,1
7551,18,2,5,6,65,78,71,79,77,75,380,76.0,2
7552,18,1,6,6,57,68,70,72,69,86,365,73.0,1
7553,16,0,3,5,74,89,85,87,86,84,431,86.2,2
7554,16,2,4,7,63,77,72,75,76,78,378,75.6,1
7555,19,1,5,6,66,65,68,64,67,72,336,67.2,0
7556,16,0,5,4,92,84,86,83,82,80,415,83.0,2
7557,16,0,6,5,89,85,92,87,83,92,439,87.8,2
7558,16,2,3,6,90,78,71,80,76,78,383,76.6,2
7559,15,1,5,6,50,70,70,68,65,71,344,68.8,1
7560,18,0,4,5,75,68,70,65,68,66,337,67.4,1
7561,15,2,8,7,87,90,92,89,85,84,440,88.0,2
7562,15,1,4,6,52,64,67,63,62,71,327,65.4,0
7563,18,0,5,8,71,85,82,83,81,80,411,82.2,2
7564,17,1,5,8,50,78,82,79,75,76,390,78.0,1
7565,19,2,6,6,55,67,68,69,65,62,331,66.2,0
7566,15,0,3,5,93,88,85,83,80,92,428,85.6,2
7567,16,1,5,2,69,60,48,58,65,66,297,59.4,0
7568,18,2,4,2,88,80,75,85,81,92,413,82.6,2
7569,15,0,8,1,90,90,89,88,85,86,438,87.6,2
7570,15,1,4,5,68,50,48,53,71,62,284,56.8,0
7571,18,2,5,5,89,75,70,78,77,86,386,77.2,1
7572,16,0,6,6,91,84,92,83,85,92,436,87.2,2
7573,17,1,5,6,89,68,70,71,65,67,341,68.2,1
7574,18,2,6,5,90,92,89,91,90,85,447,89.4,2
7575,19,1,4,6,68,63,67,60,66,71,327,65.4,0
7576,18,2,5,7,91,80,83,81,85,78,407,81.4,2
7577,18,0,6,4,90,85,92,90,83,80,430,86.0,2
7578,19,1,3,5,84,75,70,68,86,65,364,72.8,1
7579,18,2,4,6,84,55,48,60,62,65,290,58.0,0
7580,16,0,5,6,92,82,85,89,80,84,420,84.0,2
7581,16,1,5,5,86,68,70,72,68,69,347,69.4,1
7582,18,2,5,7,90,92,91,88,87,90,448,89.6,2
7583,18,0,6,6,45,60,63,62,61,58,304,60.8,0
7584,18,1,4,4,72,72,71,71,74,76,364,72.8,1
7585,18,2,4,5,93,89,92,91,87,88,447,89.4,2
7586,18,0,3,5,84,80,78,75,74,73,380,76.0,1
7587,18,1,3,6,70,67,65,62,64,62,320,64.0,0
7588,16,2,4,4,90,85,89,87,82,80,423,84.6,2
7589,18,0,4,2,83,76,75,80,78,75,384,76.8,1
7590,17,1,3,3,69,58,60,59,57,66,300,60.0,0
7591,17,2,5,2,91,83,85,87,80,92,427,85.4,2
7592,18,0,5,4,89,62,64,60,66,65,317,63.4,1
7593,18,1,4,5,90,91,90,89,87,86,443,88.6,2
7594,18,2,4,6,83,78,71,72,74,86,381,76.2,1
7595,19,0,3,5,86,69,67,65,63,64,328,65.6,0
7596,17,1,3,4,55,88,85,83,82,80,418,83.6,2
7597,17,2,4,4,77,82,85,87,80,83,417,83.4,2
7598,18,0,4,5,45,70,71,72,86,72,371,74.2,1
7599,19,1,3,6,67,88,84,86,83,85,426,85.2,2
7600,18,2,5,6,63,78,71,80,77,79,385,77.0,2
7601,16,0,5,5,52,71,70,73,69,72,355,71.0,1
7602,17,1,6,7,71,83,86,84,85,92,430,86.0,2
7603,18,2,3,6,56,65,70,68,66,86,355,71.0,0
7604,19,0,5,4,67,75,70,71,73,86,375,75.0,1
7605,16,1,4,5,83,87,89,86,88,84,434,86.8,2
7606,18,2,3,4,72,73,70,75,72,86,376,75.2,1
7607,18,0,4,3,74,78,71,73,86,71,379,75.8,1
7608,19,0,3,2,69,65,68,66,86,69,354,70.8,0
7609,18,0,5,6,92,85,84,87,82,80,418,83.6,2
7610,18,1,6,5,82,69,70,68,66,86,359,71.8,1
7611,15,2,4,8,93,78,71,79,77,75,380,76.0,2
7612,17,0,3,7,86,68,70,72,69,86,365,73.0,1
7613,15,1,7,6,86,89,85,87,86,84,431,86.2,2
7614,16,0,5,7,88,77,72,75,76,78,378,75.6,1
7615,17,2,6,5,70,65,68,64,67,72,336,67.2,0
7616,18,0,4,6,84,84,86,83,82,80,415,83.0,2
7617,18,1,6,7,90,85,92,87,83,92,439,87.8,2
7618,16,2,5,6,85,78,71,80,76,78,383,76.6,2
7619,17,0,4,8,85,70,70,68,65,71,344,68.8,1
7620,17,1,3,6,77,68,70,65,68,66,337,67.4,1
7621,15,2,5,7,91,90,92,89,85,84,440,88.0,2
7622,18,0,6,5,74,64,67,63,62,71,327,65.4,0
7623,16,2,4,7,85,85,82,83,81,80,411,82.2,2
7624,16,1,5,6,81,78,82,79,75,76,390,78.0,1
7625,18,0,5,7,77,67,68,69,65,62,331,66.2,0
7626,17,2,6,8,88,88,85,83,80,92,428,85.6,2
7627,17,1,5,5,64,60,48,58,65,66,297,59.4,0
7628,16,0,4,6,89,80,75,85,81,92,413,82.6,2
7629,16,0,5,6,94,90,89,88,85,86,438,87.6,2
7630,17,2,4,7,75,50,48,53,71,62,284,56.8,0
7631,15,1,6,5,77,75,70,78,77,86,386,77.2,1
7632,18,2,5,8,90,84,92,83,85,92,436,87.2,2
7633,17,0,4,6,91,68,70,71,65,67,341,68.2,1
7634,18,0,3,7,86,92,89,91,90,85,447,89.4,2
7635,15,1,7,6,69,63,67,60,66,71,327,65.4,0
7636,16,2,6,4,89,80,83,81,85,78,407,81.4,2
7637,17,2,5,7,85,85,92,90,83,80,430,86.0,2
7638,16,0,4,6,89,75,70,68,86,65,364,72.8,1
7639,18,1,3,7,62,55,48,60,62,65,290,58.0,0
7640,17,2,6,8,92,82,85,89,80,84,420,84.0,2
7641,15,0,5,7,92,68,70,72,68,69,347,69.4,1
7642,18,1,4,5,90,92,91,88,87,90,448,89.6,2
7643,16,0,6,6,77,60,63,62,61,58,304,60.8,0
7644,17,2,3,6,86,72,71,71,74,76,364,72.8,1
7645,18,2,5,6,92,89,92,91,87,88,447,89.4,2
7646,16,0,6,5,93,80,78,75,74,73,380,76.0,1
7647,15,0,3,4,72,67,65,62,64,62,320,64.0,0
7648,17,1,4,7,85,85,89,87,82,80,423,84.6,2
7649,17,2,4,6,89,76,75,80,78,75,384,76.8,1
7650,16,0,5,5,77,58,60,59,57,66,300,60.0,0
7651,18,1,3,7,88,83,85,87,80,92,427,85.4,2
7652,19,0,6,4,91,62,64,60,66,65,317,63.4,1
7653,15,2,4,6,86,91,90,89,87,86,443,88.6,2
7654,18,1,5,8,91,78,71,72,74,86,381,76.2,1
7655,17,2,3,7,72,69,67,65,63,64,328,65.6,0
7656,15,0,6,5,90,88,85,83,82,80,418,83.6,2
7657,18,1,4,7,85,89,92,91,87,88,447,89.4,2
7658,19,0,5,8,90,80,78,75,74,73,380,76.0,1
7659,16,2,6,6,75,67,65,62,64,62,320,64.0,0
7660,17,1,5,7,91,85,89,87,82,80,423,84.6,2
7661,18,2,4,8,84,76,75,80,78,75,384,76.8,1
7662,15,0,6,4,76,58,60,59,57,66,300,60.0,0
7663,17,1,5,5,92,83,85,87,80,92,427,85.4,2
7664,19,2,4,6,75,62,64,60,66,65,317,63.4,1
7665,18,0,4,5,95,91,90,89,87,86,443,88.6,2
7666,16,2,3,7,77,78,71,72,74,86,381,76.2,1
7667,18,1,6,5,67,69,67,65,63,64,328,65.6,0
7668,15,0,4,6,90,88,85,83,82,80,418,83.6,2
7669,15,0,2,2,58,51,44,45,65,62,267,53.4,0
7670,17,2,5,7,67,83,86,88,89,84,430,86.0,2
7671,16,0,3,6,67,75,81,76,73,75,380,76.0,1
7672,18,0,3,6,75,71,75,73,69,74,362,72.4,1
7673,17,2,7,2,60,54,59,51,55,86,305,61.0,0
7674,15,0,5,1,66,44,70,63,52,49,278,55.6,0
7675,17,2,3,5,85,80,77,70,79,79,385,77.0,1
7676,16,1,2,4,77,81,81,76,71,86,395,79.0,1
7677,17,0,7,5,78,81,73,70,78,72,374,74.8,1
7678,18,2,5,3,91,50,65,58,64,65,302,60.4,0
7679,17,0,2,6,92,82,82,82,91,96,433,86.6,2
7680,16,1,4,7,70,89,96,96,96,98,475,95.0,2
7681,16,2,4,1,52,44,48,45,42,51,230,46.0,0
7682,17,1,2,5,75,74,82,70,72,75,373,74.6,1
7683,17,2,4,8,79,95,92,90,81,94,452,90.4,2
7684,16,2,6,5,87,70,69,77,68,74,358,71.6,1
7685,16,2,7,7,82,100,84,82,98,81,445,89.0,2
7686,17,2,6,6,77,74,72,79,71,79,375,75.0,1
7687,16,1,6,1,59,50,48,52,69,44,263,52.6,0
7688,16,2,4,3,53,42,69,61,57,47,276,55.2,0
7689,17,0,5,6,62,78,70,74,82,79,383,76.6,1
7690,15,2,7,1,65,69,51,52,62,55,289,57.8,0
7691,16,0,6,2,85,40,48,64,42,51,245,49.0,0
7692,17,2,7,2,59,53,56,49,62,67,287,57.4,0
7693,17,1,4,7,66,87,94,92,82,81,436,87.2,2
7694,17,0,4,5,61,71,80,70,75,77,373,74.6,1
7695,18,0,3,8,83,100,91,96,90,90,467,93.4,2
7696,17,1,3,6,72,78,82,71,77,75,383,76.6,1
7697,17,2,2,8,77,94,89,97,93,87,460,92.0,2
7698,18,1,3,7,65,90,86,96,90,99,461,92.2,2
7699,17,2,2,6,86,86,99,88,86,80,439,87.8,2
7700,15,1,4,1,62,59,62,64,56,58,299,59.8,0
7701,15,1,3,5,59,80,78,81,72,77,388,77.6,1
7702,15,1,4,6,82,71,71,81,80,78,381,76.2,1
7703,17,2,4,3,68,66,70,63,59,55,313,62.6,0
7704,16,2,4,6,55,71,81,69,78,81,380,76.0,1
7705,17,0,4,5,81,76,71,82,75,75,379,75.8,1
7706,17,2,4,3,70,48,61,67,48,50,274,54.8,0
7707,16,0,6,4,86,72,68,73,81,74,368,73.6,1
7708,15,0,7,7,90,90,92,94,96,86,458,91.6,2
7709,17,1,5,6,59,82,82,75,75,79,393,78.6,1
7710,17,0,4,6,67,79,75,73,73,92,392,78.4,1
7711,18,0,7,6,94,88,97,90,87,89,451,90.2,2
7712,17,0,6,2,69,49,57,69,52,58,285,57.0,0
7713,18,0,2,7,96,88,97,98,99,86,468,93.6,2
7714,15,2,4,8,85,92,89,83,91,96,451,90.2,2
7715,16,1,3,6,83,82,99,91,92,98,462,92.4,2
7716,16,0,6,2,74,45,53,69,54,71,292,58.4,0
7717,16,0,2,7,89,83,100,87,99,95,464,92.8,2
7718,16,1,5,7,86,88,100,97,94,86,465,93.0,2
7719,17,2,6,7,72,90,83,92,85,95,445,89.0,2
7720,16,2,4,1,53,64,48,48,57,76,293,58.6,0
7721,17,2,4,4,76,69,73,70,82,80,374,74.8,1
7722,15,1,5,6,84,86,97,86,89,95,453,90.6,2
7723,17,1,3,1,64,59,69,51,58,53,290,58.0,0
7724,17,2,7,1,66,65,49,47,50,61,272,54.4,0
7725,17,2,5,6,78,81,73,82,79,74,389,77.8,1
7726,16,0,4,2,51,62,34,63,52,62,273,54.6,0
7727,15,2,7,6,80,81,82,73,82,74,392,78.4,1
7728,16,1,6,7,81,95,90,80,86,85,436,87.2,2
7729,18,1,2,7,73,93,96,96,98,81,464,92.8,2
7730,18,1,2,8,86,84,90,85,83,84,426,85.2,2
7731,16,1,5,7,86,88,83,100,87,90,448,89.6,2
7732,16,1,3,6,98,96,85,99,84,98,462,92.4,2
7733,17,0,3,1,71,48,66,56,43,63,276,55.2,0
7734,17,1,4,3,55,52,51,57,55,61,276,55.2,0
7735,17,1,2,3,69,41,43,70,54,45,253,50.6,0
7736,17,2,2,1,75,54,44,56,45,71,270,54.0,0
7737,17,0,7,8,85,82,80,92,82,85,421,84.2,2
7738,15,0,3,2,64,61,65,67,57,50,300,60.0,0
7739,15,0,6,7,77,84,98,92,82,88,444,88.8,2
7740,17,0,3,3,61,48,65,56,59,49,277,55.4,0
7741,17,2,2,4,83,80,80,77,78,75,390,78.0,1
7742,17,1,2,6,81,88,91,88,97,95,459,91.8,2
7743,17,2,6,8,83,87,92,96,99,83,457,91.4,2
7744,15,1,2,1,50,55,62,61,65,61,304,60.8,0
7745,15,0,3,5,61,74,68,72,71,79,364,72.8,1
7746,17,0,7,3,61,56,41,41,41,51,230,46.0,0
7747,17,1,2,8,70,92,80,95,89,93,449,89.8,2
7748,17,1,6,8,88,89,91,80,95,87,442,88.4,2
7749,18,1,5,7,100,80,90,83,100,94,447,89.4,2
7750,17,2,4,3,54,58,48,58,69,62,295,59.0,0
7751,15,1,4,6,71,78,69,82,81,69,379,75.8,1
7752,15,0,7,6,96,87,97,97,95,89,465,93.0,2
7753,16,1,4,4,60,70,74,81,77,72,374,74.8,1
7754,16,2,7,7,81,89,86,80,97,92,444,88.8,2
7755,16,0,3,2,86,42,50,56,50,67,265,53.0,0
7756,17,2,6,6,63,70,68,73,82,76,369,73.8,1
7757,16,1,2,6,94,96,80,98,89,89,452,90.4,2
7758,17,2,2,8,73,82,98,80,93,84,437,87.4,2
7759,17,2,3,3,63,56,57,62,56,50,281,56.2,0
7760,16,1,3,1,62,63,43,68,64,66,304,60.8,0
7761,17,0,4,8,89,88,92,100,81,98,459,91.8,2
7762,16,2,6,7,90,95,97,90,84,94,460,92.0,2
7763,17,2,2,6,76,89,95,80,80,87,431,86.2,2
7764,17,1,7,7,84,91,99,83,84,81,438,87.6,2
7765,17,0,3,2,57,54,70,44,50,65,283,56.6,0
7766,17,2,6,4,93,74,70,73,86,79,382,76.4,1
7767,15,0,7,7,71,87,84,95,85,86,437,87.4,2
7768,16,2,7,2,59,51,67,70,86,61,335,67.0,0
7769,16,0,2,7,82,91,82,88,87,94,442,88.4,2
7770,17,1,2,3,69,51,51,52,45,66,265,53.0,0
7771,17,1,7,6,87,80,91,88,96,80,435,87.0,2
7772,17,0,3,5,74,75,77,82,75,73,382,76.4,1
7773,18,0,6,3,72,40,65,49,55,86,295,59.0,0
7774,15,2,4,6,68,71,74,78,68,72,363,72.6,1
7775,15,2,4,6,76,76,75,68,81,77,377,75.4,1
7776,17,0,2,8,93,85,94,95,80,99,453,90.6,2
7777,17,1,7,8,90,99,97,82,83,95,456,91.2,2
7778,17,1,5,4,65,69,74,73,74,79,369,73.8,1
7779,16,2,5,1,84,58,43,63,50,69,283,56.6,0
7780,18,2,6,1,72,50,69,43,65,50,277,55.4,0
7781,16,1,6,4,54,70,75,80,75,71,371,74.2,1
7782,16,0,6,3,53,59,47,50,62,58,276,55.2,0
7783,15,0,2,4,64,78,68,78,82,81,387,77.4,1
7784,16,2,7,3,57,57,47,42,63,50,259,51.8,0
7785,18,2,4,1,67,52,68,70,55,54,299,59.8,0
7786,16,0,5,4,84,77,73,68,75,71,364,72.8,1
7787,17,0,5,6,77,80,75,77,71,74,377,75.4,1
7788,17,0,5,8,83,80,98,83,94,94,449,89.8,2
7789,16,1,2,7,75,91,90,83,87,97,448,89.6,2
7790,15,2,2,6,95,76,77,81,74,78,386,77.2,1
7791,18,2,6,1,77,50,49,42,47,61,249,49.8,0
7792,17,2,3,4,74,72,69,68,82,79,370,74.0,1
7793,17,1,5,6,86,98,81,88,83,87,437,87.4,2
7794,17,1,4,5,59,75,69,81,80,76,381,76.2,1
7795,15,0,5,8,91,95,84,87,80,98,444,88.8,2
7796,16,1,2,8,69,87,92,99,84,83,445,89.0,2
7797,15,2,3,3,86,55,34,70,44,53,256,51.2,0
7798,18,1,6,1,69,45,51,61,61,57,275,55.0,0
7799,18,1,5,5,58,79,69,70,69,79,366,73.2,1
7800,18,1,5,4,83,79,69,79,76,72,375,75.0,1
7801,16,1,2,7,87,93,93,86,91,84,447,89.4,2
7802,16,0,5,8,97,91,84,90,94,89,448,89.6,2
7803,16,1,4,8,70,92,89,80,83,80,424,84.8,2
7804,17,2,3,5,59,70,68,74,75,73,360,72.0,1
7805,15,1,4,6,94,68,75,74,80,71,368,73.6,1
7806,17,2,2,6,83,69,71,77,75,71,363,72.6,1
7807,17,2,7,2,69,44,48,40,61,47,240,48.0,0
7808,16,1,4,6,90,89,91,96,82,92,450,90.0,2
7809,17,1,7,3,64,50,41,48,49,51,239,47.8,0
7810,17,0,6,5,65,80,67,76,75,77,375,75.0,1
7811,17,0,5,6,91,92,86,98,82,81,439,87.8,2
7812,17,2,7,5,56,82,68,71,79,74,374,74.8,1
7813,17,2,3,6,67,76,78,74,81,69,378,75.6,1
7814,16,1,4,3,60,70,48,43,47,47,255,51.0,0
7815,16,1,6,6,88,81,95,81,86,83,426,85.2,2
7816,16,0,6,8,69,90,82,95,87,92,446,89.2,2
7817,17,0,2,7,89,92,92,99,85,81,449,89.8,2
7818,16,1,7,6,82,90,95,85,83,80,433,86.6,2
7819,15,1,6,4,58,74,72,76,69,69,360,72.0,1
7820,15,0,2,4,58,79,71,72,74,81,377,75.4,1
7821,16,0,5,4,53,71,68,74,86,78,377,75.4,1
7822,16,1,3,6,100,97,92,95,81,98,463,92.6,2
7823,17,0,6,2,69,66,64,51,66,49,296,59.2,0
7824,16,2,7,5,55,80,70,79,77,71,377,75.4,1
7825,17,1,4,1,55,48,54,59,57,72,290,58.0,0
7826,16,0,5,7,74,95,94,80,96,92,457,91.4,2
7827,17,2,6,3,66,47,65,61,66,69,308,61.6,0
7828,17,2,3,6,90,74,67,76,74,69,360,72.0,1
7829,18,0,7,6,92,68,74,77,75,76,370,74.0,1
7830,16,0,2,1,59,41,51,57,71,71,291,58.2,0
7831,17,0,5,7,77,99,83,92,84,96,454,90.8,2
7832,17,2,5,2,74,59,59,40,49,51,258,51.6,0
7833,15,1,6,2,71,51,34,45,56,63,249,49.8,0
7834,17,0,3,7,77,97,81,84,100,84,446,89.2,2
7835,18,2,6,6,67,94,93,87,88,96,458,91.6,2
7836,18,2,3,6,60,78,78,74,68,79,377,75.4,1
7837,17,1,7,3,81,51,44,41,59,72,267,53.4,0
7838,17,1,3,5,71,75,78,76,78,77,384,76.8,1
7839,16,2,5,5,60,77,81,77,77,72,384,76.8,1
7840,16,2,4,5,83,76,73,73,86,77,385,77.0,1
7841,18,1,7,4,54,76,69,77,71,71,364,72.8,1
7842,17,2,2,2,58,64,41,49,66,61,281,56.2,0
7843,17,1,5,3,52,69,44,59,71,71,314,62.8,0
7844,15,1,6,1,59,64,66,63,68,55,316,63.2,0
7845,17,2,2,3,71,62,47,68,63,65,305,61.0,0
7846,17,0,3,6,85,99,99,82,85,81,446,89.2,2
7847,17,2,4,8,82,82,94,91,93,90,450,90.0,2
7848,17,0,4,4,54,82,78,82,68,78,388,77.6,1
7849,17,2,3,1,63,66,69,52,51,45,283,56.6,0
7850,16,2,7,1,63,50,66,49,44,61,270,54.0,0
7851,17,0,7,7,75,96,92,91,82,84,445,89.0,2
7852,17,0,3,6,92,70,67,74,76,86,373,74.6,1
7853,17,0,5,6,87,85,90,98,90,87,450,90.0,2
7854,17,2,4,5,54,71,70,72,68,72,353,70.6,1
7855,17,1,6,2,72,40,34,44,63,72,253,50.6,0
7856,17,2,6,7,84,90,82,86,87,100,445,89.0,2
7857,16,1,7,8,100,100,96,88,95,87,466,93.2,2
7858,17,2,6,1,72,52,69,49,57,50,277,55.4,0
7859,17,0,2,3,60,58,69,48,43,76,294,58.8,0
7860,16,2,7,8,82,86,81,80,94,98,439,87.8,2
7861,16,2,6,2,76,44,41,69,59,69,282,56.4,0
7862,15,2,2,7,69,89,97,93,100,93,472,94.4,2
7863,17,0,6,1,51,47,37,65,43,49,241,48.2,0
7864,17,0,3,1,87,64,43,63,68,69,307,61.4,0
7865,16,0,4,1,64,54,66,40,47,49,256,51.2,0
7866,17,1,2,2,55,54,45,57,47,66,269,53.8,0
7867,17,0,7,8,74,94,83,92,98,94,461,92.2,2
7868,16,1,2,6,92,83,93,80,89,97,442,88.4,2
7869,17,0,4,2,56,45,49,42,45,55,236,47.2,0
7870,17,1,6,6,74,93,94,97,99,92,475,95.0,2
7871,18,0,3,7,91,92,98,97,90,95,472,94.4,2
7872,15,2,4,1,52,42,67,70,47,63,289,57.8,0
7873,17,1,4,7,84,92,92,80,90,93,447,89.4,2
7874,15,1,5,6,93,72,70,75,69,92,378,75.6,1
7875,16,1,3,1,65,61,37,52,67,86,303,60.6,0
7876,18,0,4,8,67,85,96,98,83,96,458,91.6,2
7877,17,1,3,6,82,81,90,99,87,86,443,88.6,2
7878,18,1,3,7,95,99,98,95,85,92,469,93.8,2
7879,17,2,3,3,68,40,54,40,68,66,268,53.6,0
7880,16,0,7,4,66,80,77,72,81,76,386,77.2,1
7881,17,0,2,7,99,93,93,92,90,81,449,89.8,2
7882,17,1,6,4,63,82,78,75,75,92,402,80.4,1
7883,17,0,3,6,81,88,96,87,83,84,438,87.6,2
7884,15,0,5,5,58,70,68,80,72,72,362,72.4,1
7885,18,1,7,8,84,92,92,91,84,91,450,90.0,2
7886,17,0,7,2,92,54,57,49,59,66,285,57.0,0
7887,15,0,5,6,90,83,95,83,98,91,450,90.0,2
7888,17,0,5,6,80,82,70,70,69,78,369,73.8,1
7889,17,0,4,6,75,98,85,98,100,88,469,93.8,2
7890,17,2,5,6,79,87,92,100,84,99,462,92.4,2
7891,17,1,7,2,59,64,43,62,51,61,281,56.2,0
7892,17,1,6,3,61,45,56,61,44,71,277,55.4,0
7893,15,1,3,6,93,74,81,77,69,71,372,74.4,1
7894,18,2,5,7,85,89,82,99,97,95,462,92.4,2
7895,17,1,3,3,82,67,48,63,55,57,290,58.0,0
7896,16,2,6,3,54,59,59,45,44,58,265,53.0,0
7897,15,2,7,2,59,69,47,65,54,86,321,64.2,0
7898,16,2,5,8,86,86,92,81,88,86,433,86.6,2
7899,18,2,4,1,86,69,66,51,64,69,319,63.8,0
7900,17,1,2,4,58,76,72,71,75,78,372,74.4,1
7901,16,2,6,1,65,43,54,42,57,52,248,49.6,0
7902,16,1,6,7,82,98,92,88,95,91,464,92.8,2
7903,18,1,4,4,53,78,77,72,74,75,376,75.2,1
7904,17,0,2,8,87,96,94,85,86,99,460,92.0,2
7905,17,2,7,5,92,72,67,71,79,72,361,72.2,1
7906,17,1,3,6,90,100,82,84,87,80,433,86.6,2
7907,16,1,2,3,67,59,48,56,57,86,306,61.2,0
7908,17,1,3,5,50,75,69,78,72,81,375,75.0,1
7909,18,2,3,6,100,100,96,96,95,87,474,94.8,2
7910,15,2,3,6,76,81,82,79,81,76,399,79.8,1
7911,18,0,6,7,69,98,89,95,81,81,444,88.8,2
7912,16,1,6,6,86,71,72,79,78,72,372,74.4,1
7913,16,1,6,4,69,80,74,72,68,72,366,73.2,1
7914,17,0,7,8,89,85,89,80,86,95,435,87.0,2
7915,15,1,3,5,91,82,67,77,77,76,379,75.8,1
7916,16,1,4,7,87,85,92,97,98,92,464,92.8,2
7917,17,0,4,6,75,70,78,74,74,72,368,73.6,1
7918,15,0,3,7,97,94,85,87,87,90,443,88.6,2
7919,17,0,6,1,74,47,48,50,66,54,265,53.0,0
7920,17,2,7,2,68,54,57,48,56,69,284,56.8,0
7921,16,1,4,1,56,40,43,62,56,69,270,54.0,0
7922,18,0,6,5,92,76,73,69,86,71,375,75.0,1
7923,18,1,5,8,76,81,91,84,99,89,444,88.8,2
7924,15,1,5,5,73,68,70,77,71,86,372,74.4,1
7925,16,2,2,7,92,82,100,89,87,90,448,89.6,2
7926,16,2,2,4,87,68,72,76,78,72,366,73.2,1
7927,15,2,7,1,51,52,70,64,64,57,307,61.4,0
7928,17,1,5,7,90,83,98,94,90,90,455,91.0,2
7929,17,1,7,7,90,96,92,99,83,88,458,91.6,2
7930,15,0,6,2,56,57,45,58,49,62,271,54.2,0
7931,17,2,4,3,59,41,65,68,57,53,284,56.8,0
7932,17,1,4,7,92,98,82,92,83,91,446,89.2,2
7933,17,1,2,7,66,91,81,93,96,99,460,92.0,2
7934,15,0,6,8,68,88,98,82,100,85,453,90.6,2
